overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
79,79,17000000,24000,30,177,71,1.0,2,5,3,79.0,81.0,76.0,79.0,69.0,73.0,79,79,59,75,84,80,79,78,73,80,81,78,76,78,71,86,75,77,69,81,79,70,80,76,71,74,73,70,64,5.082191780821918,2.0,0,315,460,False,False,True
82,85,36000000,44000,26,185,68,1.0,3,4,3,72.0,73.0,80.0,80.0,77.0,77.0,71,73,69,85,64,78,75,67,81,84,69,74,83,81,71,75,73,90,67,75,86,80,74,83,70,82,76,79,72,1.2191780821917808,3.0,0,833,607,True,False,True
87,89,93000000,170000,23,178,73,1.0,3,3,4,71.0,64.0,78.0,81.0,84.0,82.0,65,57,70,85,60,79,73,55,84,83,76,66,80,84,79,75,80,90,77,72,85,87,63,79,55,83,83,86,87,2.1013698630136988,6.0,0,114,537,True,False,True
84,87,53500000,130000,23,185,80,1.0,5,3,3,78.0,71.0,75.0,78.0,84.0,82.0,73,68,80,81,60,78,74,59,76,80,77,79,68,85,67,81,88,81,80,74,86,84,69,70,61,81,84,85,84,2.126027397260274,3.0,0,147,537,False,True,False
82,82,29500000,115000,29,184,83,1.0,3,3,3,75.0,75.0,75.0,79.0,79.0,85.0,62,76,76,83,58,79,59,56,80,82,74,76,74,84,71,75,87,89,82,78,85,80,82,80,60,80,79,80,74,3.221917808219178,2.0,0,76,607,True,False,True
80,80,7500000,115000,34,173,71,1.0,4,3,3,66.0,65.0,83.0,77.0,80.0,71.0,89,54,79,80,58,76,87,87,83,79,68,64,67,81,79,81,78,74,66,71,76,80,74,81,66,80,80,80,79,3.7013698630136984,1.0,0,1329,537,True,True,False
80,80,22500000,75000,27,180,72,1.0,4,5,3,68.0,78.0,78.0,84.0,69.0,75.0,74,78,68,80,74,86,77,74,80,85,69,67,75,79,76,77,75,76,73,77,78,71,77,80,82,86,67,73,63,3.0602739726027397,2.0,0,642,537,False,False,True
80,83,27500000,58000,26,177,79,1.0,4,4,1,74.0,74.0,83.0,79.0,68.0,78.0,82,73,68,83,67,79,84,81,84,81,75,74,77,80,76,83,79,81,75,75,79,65,77,83,50,80,69,70,65,1.126027397260274,4.0,0,642,419,False,False,True
83,86,43000000,30000,26,185,78,1.0,4,3,3,70.0,76.0,78.0,77.0,80.0,84.0,72,76,68,81,62,76,70,61,80,80,69,71,70,81,74,82,79,91,81,80,83,83,78,82,54,82,79,82,78,2.1041095890410957,3.0,0,346,460,True,False,True
80,80,20500000,43000,29,175,74,1.0,3,3,1,65.0,79.0,76.0,77.0,79.0,79.0,64,82,62,81,62,78,77,71,78,79,75,57,67,79,77,83,78,84,76,79,82,80,80,79,61,74,82,80,79,7.2246575342465755,3.0,0,227,488,True,False,True
79,79,18500000,65000,27,173,68,1.0,4,2,1,92.0,79.0,70.0,76.0,65.0,79.0,69,82,77,74,79,73,75,57,57,71,94,91,92,85,88,78,88,95,67,75,85,62,84,76,64,76,65,64,59,3.287671232876712,2.0,0,99,297,True,False,False
90,92,157000000,260000,24,195,94,1.0,3,3,5,86.0,91.0,70.0,80.0,45.0,88.0,58,94,83,77,90,79,77,62,66,82,79,92,71,93,69,94,92,76,93,83,88,43,95,74,90,86,38,47,29,3.221917808219178,9.0,0,387,537,False,False,False
84,84,35500000,51000,29,186,81,1.0,3,3,3,75.0,67.0,76.0,75.0,86.0,79.0,76,60,84,83,81,71,67,51,81,79,74,76,71,86,66,80,87,80,76,70,81,86,68,69,51,83,85,89,84,1.210958904109589,1.0,1,833,431,True,True,False
80,85,29500000,78000,22,179,69,1.0,4,3,1,71.0,68.0,79.0,81.0,77.0,78.0,79,66,76,82,63,82,79,67,79,81,75,68,76,80,84,74,84,86,73,64,77,78,76,79,65,80,75,79,77,1.2191780821917808,4.0,0,1329,537,True,False,True
78,78,6500000,35000,34,175,74,1.0,4,3,3,67.0,72.0,77.0,80.0,76.0,75.0,70,70,77,82,67,77,77,68,75,82,67,67,80,81,87,73,81,76,74,74,75,77,81,77,74,80,75,77,68,2.0493150684931507,1.0,0,396,888,True,False,True
79,79,5500000,33000,34,188,81,1.0,3,3,2,57.0,74.0,80.0,74.0,80.0,77.0,83,70,79,82,76,76,84,83,76,77,58,56,63,79,56,82,80,74,76,75,80,81,77,76,75,79,80,80,79,1.0602739726027397,1.0,0,930,488,False,True,False
83,83,36500000,100000,28,173,68,1.0,3,3,3,65.0,75.0,85.0,84.0,75.0,66.0,83,75,51,85,66,84,84,80,88,87,67,64,79,82,85,78,65,68,65,78,65,77,80,86,60,84,79,77,74,1.2191780821917808,4.0,0,930,762,True,False,True
84,89,63500000,82000,23,174,70,1.0,4,3,3,79.0,76.0,84.0,82.0,65.0,68.0,85,77,58,87,69,83,78,80,82,84,79,79,80,82,76,77,71,78,60,76,76,66,82,84,68,74,67,66,64,6.2246575342465755,5.0,0,930,488,True,False,True
82,87,46000000,80000,23,187,71,1.0,3,4,3,84.0,76.0,77.0,83.0,65.0,77.0,69,75,73,80,60,83,82,75,75,84,83,84,83,81,82,77,88,76,82,84,62,66,78,79,60,78,60,67,59,0.18904109589041096,5.0,0,359,762,True,False,True
84,86,52000000,110000,26,178,69,1.0,4,3,3,62.0,76.0,80.0,82.0,81.0,71.0,70,74,67,86,63,82,73,54,84,84,72,53,78,85,79,81,74,68,67,79,84,86,79,83,72,83,80,84,80,5.720547945205479,3.0,0,954,762,True,False,True
79,82,23000000,18000,25,178,70,1.0,4,3,1,80.0,81.0,79.0,78.0,67.0,74.0,74,80,54,80,70,75,83,76,81,81,77,82,85,75,77,88,71,84,68,84,79,72,78,80,67,78,67,69,62,2.186301369863014,3.0,0,227,460,True,False,True
85,85,28000000,240000,33,173,73,1.0,3,3,4,80.0,58.0,79.0,81.0,81.0,79.0,84,56,76,84,53,78,77,47,74,84,81,80,78,83,84,68,85,84,74,52,85,81,75,78,45,83,80,84,83,12.216438356164383,1.0,0,930,488,True,True,False
81,81,16000000,76000,33,176,75,1.0,4,3,3,61.0,72.0,83.0,78.0,76.0,77.0,85,69,61,83,57,77,84,77,81,81,62,60,68,80,81,82,72,83,75,75,78,80,76,83,67,84,78,79,70,14.726027397260275,1.0,0,930,488,True,False,True
78,81,18500000,46000,25,181,75,1.0,4,3,1,72.0,78.0,74.0,78.0,72.0,75.0,67,78,76,79,76,78,69,67,76,81,72,72,78,72,73,78,81,77,70,76,85,74,84,76,80,75,67,76,68,3.191780821917808,2.0,0,241,607,True,False,True
79,83,24500000,22000,25,187,77,1.0,3,3,1,81.0,70.0,77.0,82.0,72.0,82.0,74,67,52,80,70,82,73,72,78,83,83,80,84,83,79,78,78,88,79,75,85,68,62,78,53,80,74,79,71,0.1589041095890411,5.0,0,200,460,True,False,True
83,83,26500000,120000,31,183,82,1.0,4,3,3,84.0,72.0,73.0,77.0,79.0,80.0,79,72,72,76,63,76,67,66,72,78,83,85,76,80,74,75,84,90,74,72,79,80,74,68,60,74,79,81,78,6.2246575342465755,3.0,0,558,607,True,True,False
87,90,109000000,185000,23,185,76,1.0,3,4,4,75.0,83.0,87.0,87.0,50.0,65.0,85,82,60,87,70,87,86,81,86,89,76,75,80,88,78,85,71,83,60,85,55,50,87,89,90,89,50,50,40,2.052054794520548,8.0,0,1329,537,False,False,True
81,82,29500000,49000,27,184,78,1.0,3,3,3,65.0,76.0,77.0,79.0,80.0,81.0,67,75,81,83,60,81,65,56,81,82,66,65,71,80,69,82,86,79,81,79,81,80,79,81,60,74,80,81,80,0.049315068493150684,5.0,0,102,488,True,False,True
81,85,34500000,84000,23,180,73,1.0,3,2,3,81.0,71.0,79.0,81.0,76.0,73.0,84,72,68,82,60,81,83,45,76,82,82,80,82,80,75,76,78,85,66,66,73,77,81,80,62,75,76,78,76,0.07945205479452055,5.0,0,930,607,False,True,False
79,79,16000000,56000,28,171,69,1.0,3,4,3,69.0,70.0,81.0,80.0,74.0,69.0,86,68,63,82,63,78,83,76,80,83,77,62,84,77,83,82,71,87,56,67,76,75,78,78,55,80,76,75,74,1.2191780821917808,3.0,0,930,607,False,True,False
82,85,40000000,77000,25,182,86,1.0,3,3,3,78.0,72.0,77.0,80.0,80.0,81.0,70,72,65,84,59,81,65,50,82,84,78,78,69,80,66,78,80,89,77,70,80,83,74,80,57,84,80,84,75,3.208219178082192,2.0,0,642,607,True,False,True
79,79,12500000,51000,31,184,74,1.0,2,3,2,64.0,80.0,79.0,76.0,75.0,75.0,69,74,58,82,84,76,84,84,83,79,63,64,69,81,64,91,70,78,74,87,77,77,75,78,54,79,78,76,72,13.953424657534246,1.0,0,996,762,False,False,True
82,84,38000000,105000,25,179,66,1.0,3,4,3,75.0,77.0,82.0,84.0,60.0,72.0,80,77,60,84,72,83,81,72,83,85,76,75,83,82,82,79,74,80,68,75,70,60,80,84,75,84,60,60,57,3.0876712328767124,3.0,0,1329,537,True,False,True
84,85,43000000,150000,27,185,75,1.0,4,3,3,63.0,69.0,80.0,76.0,81.0,78.0,73,58,68,85,70,76,73,64,84,81,61,65,65,82,61,79,72,89,71,80,81,81,68,82,75,82,82,85,80,2.221917808219178,3.0,0,558,607,True,False,True
84,84,37000000,51000,29,188,80,1.0,3,2,3,84.0,70.0,75.0,79.0,79.0,84.0,82,75,85,80,51,80,72,45,74,82,78,88,69,83,60,74,91,88,81,61,84,78,82,67,51,78,79,79,77,4.101369863013699,3.0,0,396,607,True,True,False
80,80,15500000,110000,31,178,74,1.0,1,3,2,69.0,68.0,79.0,76.0,77.0,74.0,86,60,73,78,68,76,83,83,73,77,70,68,72,80,78,81,77,80,69,76,76,77,73,75,60,79,77,79,78,3.684931506849315,3.0,0,833,537,False,True,False
81,81,21500000,83000,30,186,85,1.0,4,2,3,57.0,77.0,76.0,73.0,83.0,81.0,71,74,74,79,70,74,80,76,78,76,59,56,63,82,59,84,80,67,84,85,91,85,68,73,62,75,85,83,77,4.095890410958904,3.0,0,996,762,True,False,True
84,87,50500000,200000,25,187,81,1.0,3,3,3,71.0,69.0,79.0,78.0,81.0,82.0,68,65,75,85,50,78,76,53,84,81,73,70,72,82,70,78,84,83,82,75,80,83,74,81,55,82,81,83,80,3.221917808219178,3.0,0,833,488,True,False,True
87,87,79500000,105000,29,187,82,1.0,4,3,4,72.0,88.0,76.0,83.0,45.0,83.0,65,90,88,83,87,83,76,67,72,86,74,71,76,86,77,91,90,84,85,82,76,33,90,79,83,88,42,44,36,1.1726027397260275,3.0,0,39,762,True,False,False
78,78,14000000,33000,28,191,85,1.0,4,3,1,76.0,75.0,78.0,78.0,64.0,82.0,78,71,69,79,68,79,75,72,78,79,71,80,73,79,77,82,82,85,85,80,73,67,78,77,69,79,62,64,63,6.052054794520548,4.0,0,76,73,False,False,True
84,84,40500000,58000,30,177,63,1.0,4,4,3,88.0,78.0,77.0,87.0,57.0,66.0,75,79,66,80,74,88,70,71,77,87,90,87,92,83,83,78,77,81,59,76,61,58,80,79,72,83,55,58,52,4.052054794520548,4.0,0,558,607,True,False,True
81,81,12000000,78000,34,186,76,1.0,3,3,3,61.0,74.0,77.0,76.0,83.0,80.0,70,70,75,85,65,77,61,54,84,81,53,67,59,78,69,79,74,90,73,78,86,83,70,74,80,83,82,88,79,8.115068493150686,1.0,0,396,607,True,False,True
74,74,3700000,28000,29,185,81,1.0,3,3,1,75.0,77.0,77.0,75.0,67.0,69.0,85,72,57,76,73,75,87,86,72,76,77,74,75,75,72,87,73,66,68,82,72,68,71,70,80,71,69,69,67,1.0410958904109588,5.0,0,346,762,False,True,False
81,81,25500000,51000,28,187,76,1.0,3,4,3,70.0,80.0,82.0,81.0,65.0,73.0,79,82,71,84,69,83,77,78,82,84,72,69,75,82,56,81,80,71,73,80,74,62,81,84,76,80,63,69,61,3.208219178082192,3.0,0,930,488,False,False,True
80,80,18000000,56000,30,183,76,1.0,3,3,3,72.0,74.0,73.0,76.0,77.0,77.0,76,78,82,77,69,76,69,58,75,78,76,69,71,79,67,76,87,86,71,68,80,77,80,67,55,77,74,78,80,0.2191780821917808,3.0,0,996,607,False,True,False
85,85,52500000,130000,29,189,70,1.0,3,3,3,61.0,77.0,80.0,81.0,75.0,72.0,72,76,68,85,67,82,75,61,83,86,61,61,66,85,67,78,70,84,67,82,68,79,84,84,67,82,71,79,75,3.0547945205479454,2.0,0,930,431,False,False,True
77,77,10500000,57000,28,169,61,2.0,3,3,1,70.0,72.0,79.0,76.0,72.0,76.0,78,70,68,79,68,73,80,77,79,77,73,68,78,78,86,77,76,81,70,77,86,72,72,80,60,73,71,74,70,2.1095890410958904,2.0,0,396,606,True,False,True
84,84,42000000,145000,28,175,73,1.0,4,4,3,67.0,81.0,86.0,85.0,58.0,64.0,84,80,35,86,77,86,86,87,86,87,70,65,82,80,82,83,56,78,56,82,70,58,83,87,77,87,61,68,45,2.23013698630137,3.0,0,1329,537,True,False,True
80,80,7000000,52000,34,181,78,1.0,4,3,3,48.0,75.0,84.0,79.0,72.0,76.0,86,72,57,84,70,78,85,78,84,83,46,50,68,85,71,80,64,83,73,75,78,70,81,84,73,84,77,73,69,1.1342465753424658,1.0,0,996,762,True,False,True
79,79,5500000,34000,35,181,80,1.0,3,3,2,79.0,68.0,74.0,75.0,77.0,82.0,77,61,73,77,65,72,80,55,72,76,81,77,74,80,81,82,88,79,81,76,85,77,62,71,59,78,77,78,73,7.221917808219178,1.0,0,930,488,False,True,False
80,80,15500000,65000,31,170,71,1.0,2,4,3,69.0,78.0,85.0,88.0,74.0,54.0,85,78,42,88,79,87,85,78,77,89,76,63,90,84,90,79,49,72,49,83,44,84,79,86,54,85,75,76,76,2.221917808219178,1.0,0,315,762,False,True,False
82,82,27500000,75000,28,180,72,1.0,3,3,3,82.0,69.0,76.0,75.0,81.0,76.0,76,69,67,81,60,74,70,47,78,75,82,82,76,84,77,74,78,79,69,68,88,80,73,76,54,79,86,81,79,2.221917808219178,2.0,0,230,762,True,True,False
78,78,3100000,8000,36,170,68,1.0,3,3,3,82.0,69.0,78.0,80.0,70.0,68.0,79,73,69,80,75,79,82,63,79,80,84,81,83,76,84,64,76,84,58,66,73,75,77,75,59,78,67,71,69,2.1671232876712327,0.0,0,930,714,False,True,False
73,73,3200000,7000,27,177,71,1.0,5,3,1,81.0,75.0,73.0,75.0,66.0,80.0,72,74,63,74,65,72,74,73,73,75,80,81,88,72,89,81,81,85,76,73,85,66,72,73,71,72,65,68,64,5.720547945205479,3.0,0,252,403,True,False,True
82,86,44500000,110000,22,188,80,1.0,4,4,3,77.0,77.0,79.0,84.0,67.0,79.0,75,80,64,82,74,86,76,55,78,84,74,79,80,82,74,76,79,83,80,75,70,68,81,83,60,85,68,72,49,1.632876712328767,5.0,0,1329,537,True,False,True
81,81,21500000,46000,31,181,73,1.0,4,4,3,87.0,80.0,77.0,85.0,58.0,67.0,79,77,56,77,73,88,86,80,72,83,86,87,87,76,70,84,74,76,63,83,65,57,77,77,79,82,54,63,61,2.043835616438356,1.0,0,263,888,True,False,False
85,91,83500000,100000,20,181,79,1.0,4,5,3,83.0,80.0,77.0,90.0,55.0,74.0,74,78,46,81,68,91,82,68,74,89,85,82,88,85,87,86,75,80,77,83,61,59,81,78,71,89,52,60,52,1.0904109589041096,4.0,0,833,431,True,False,False
85,85,58500000,61000,27,192,80,1.0,4,3,3,86.0,83.0,76.0,82.0,50.0,80.0,76,85,84,80,81,85,73,58,70,81,84,88,78,84,61,84,91,83,79,79,75,50,86,78,70,78,44,48,42,2.221917808219178,3.0,0,833,607,True,False,False
82,83,32000000,65000,27,181,83,1.0,2,3,3,86.0,61.0,80.0,79.0,74.0,78.0,88,59,62,78,55,79,85,70,77,79,86,86,77,78,77,64,81,89,75,66,72,74,71,79,49,78,74,76,81,3.1397260273972605,2.0,0,996,762,False,True,False
87,88,93000000,240000,27,189,94,1.0,4,3,4,90.0,86.0,73.0,81.0,36.0,91.0,72,88,81,78,77,80,72,71,58,83,88,92,82,87,72,88,95,93,91,80,87,28,88,79,88,85,34,34,16,0.1506849315068493,5.0,0,361,537,True,False,False
80,87,43000000,25000,22,177,68,1.0,4,3,1,81.0,77.0,78.0,81.0,60.0,72.0,75,76,68,79,69,83,77,68,80,81,82,80,80,78,77,79,79,80,68,80,68,58,80,81,78,73,61,58,57,1.210958904109589,1.0,1,75,460,True,False,True
81,81,21500000,66000,31,191,75,1.0,4,4,3,76.0,86.0,80.0,81.0,45.0,74.0,78,85,80,80,84,82,89,88,79,85,78,75,79,78,58,88,80,73,75,88,72,41,82,77,80,77,38,45,38,0.6438356164383562,1.0,0,642,419,False,False,True
81,87,38000000,70000,21,183,77,1.0,3,3,3,74.0,70.0,75.0,80.0,79.0,79.0,65,63,67,81,67,82,75,50,80,80,75,74,75,80,77,85,80,81,79,75,78,83,67,76,50,80,76,82,79,2.0602739726027397,3.0,0,76,537,False,False,True
77,77,8500000,26000,32,170,70,1.0,4,4,2,76.0,74.0,79.0,78.0,62.0,71.0,76,72,66,79,70,75,81,82,80,78,79,74,90,75,89,77,75,91,62,77,69,60,73,78,68,78,62,62,58,0.2191780821917808,2.0,0,252,607,True,False,True
84,87,58500000,125000,22,179,58,1.0,3,4,3,77.0,77.0,80.0,87.0,61.0,70.0,74,79,60,84,62,87,82,65,79,86,83,72,90,85,87,78,68,82,62,81,76,65,79,85,61,81,60,62,56,0.057534246575342465,5.0,0,396,537,True,False,True
78,78,9500000,40000,32,185,78,1.0,3,3,2,72.0,69.0,78.0,76.0,76.0,71.0,85,58,70,77,54,76,82,88,75,78,73,71,71,77,70,82,75,76,66,80,75,77,73,72,75,82,78,76,74,0.2191780821917808,2.0,0,558,607,False,True,False
85,85,36000000,105000,32,186,80,1.0,3,3,3,47.0,75.0,85.0,74.0,78.0,82.0,77,67,72,89,55,73,80,78,90,82,40,53,51,86,61,89,70,84,78,84,90,77,76,85,65,84,80,79,75,0.13972602739726028,3.0,0,210,537,False,False,True
86,86,56500000,105000,31,177,75,1.0,3,5,4,80.0,85.0,84.0,87.0,41.0,64.0,82,85,65,84,92,87,89,87,79,88,84,76,88,86,87,84,76,76,63,86,48,42,83,88,88,89,32,42,39,3.16986301369863,1.0,0,954,607,False,False,True
84,84,46000000,79000,26,178,73,1.0,5,4,3,88.0,82.0,80.0,86.0,46.0,65.0,80,85,50,81,76,86,84,75,75,86,90,86,88,85,81,81,70,76,57,80,70,40,84,80,80,83,50,42,50,2.1890410958904107,2.0,0,359,607,True,False,False
75,75,1700000,14000,35,180,80,1.0,4,3,1,92.0,69.0,70.0,74.0,68.0,86.0,70,65,62,72,59,74,76,63,67,72,91,92,82,71,80,77,90,91,88,74,75,68,74,67,64,62,69,68,67,4.13972602739726,1.0,0,95,855,True,True,False
83,83,22500000,64000,33,174,69,1.0,4,4,3,82.0,81.0,78.0,85.0,44.0,75.0,77,81,78,81,75,84,77,69,71,85,81,83,86,84,89,85,86,80,72,77,75,35,83,82,75,83,42,42,38,2.136986301369863,1.0,0,131,888,True,False,True
83,83,30000000,64000,31,186,80,1.0,3,4,3,94.0,81.0,74.0,80.0,45.0,84.0,78,82,80,76,79,83,80,58,65,80,93,94,78,83,62,86,95,88,84,76,76,30,85,76,68,78,42,48,38,13.142465753424657,3.0,0,128,488,True,False,True
78,79,16500000,38000,26,178,74,1.0,4,4,1,74.0,75.0,79.0,79.0,69.0,76.0,80,73,47,79,65,81,74,82,73,80,75,73,77,74,74,78,69,80,73,78,80,70,73,84,77,75,72,74,67,1.210958904109589,1.0,1,930,762,True,False,True
80,80,14500000,34000,32,178,69,1.0,3,3,2,85.0,69.0,76.0,78.0,73.0,69.0,84,68,62,76,56,76,77,76,67,79,81,88,83,82,77,77,75,82,63,68,67,74,75,75,52,77,72,76,74,1.1534246575342466,1.0,0,833,431,True,True,False
82,86,41500000,81000,21,180,71,1.0,3,3,3,87.0,59.0,75.0,78.0,77.0,80.0,81,53,60,77,53,77,77,52,68,77,88,87,83,78,84,80,74,90,75,53,83,78,76,76,50,76,78,80,83,2.16986301369863,5.0,0,48,537,False,True,False
79,84,26500000,49000,24,185,80,1.0,3,4,2,74.0,74.0,75.0,81.0,74.0,82.0,70,71,68,80,55,82,70,53,76,83,77,72,79,79,72,86,83,82,82,76,82,76,75,75,54,75,69,79,71,0.2191780821917808,4.0,0,833,607,True,False,True
75,75,4700000,10000,31,176,73,2.0,5,3,1,67.0,77.0,77.0,76.0,72.0,75.0,78,72,51,78,76,75,79,76,77,78,69,66,70,71,76,85,68,76,73,80,80,74,74,75,82,80,74,75,74,2.2054794520547945,2.0,0,8,430,False,False,True
80,83,25500000,34000,26,184,75,1.0,3,2,1,80.0,66.0,77.0,77.0,76.0,76.0,79,62,75,79,53,77,78,70,76,79,78,82,75,80,62,73,84,82,73,70,75,77,75,76,55,77,76,76,75,3.1424657534246574,1.0,0,930,488,True,True,False
85,85,43000000,21000,32,183,78,1.0,5,4,3,84.0,84.0,81.0,83.0,42.0,73.0,81,84,72,83,83,84,87,74,72,85,85,83,79,85,74,88,82,87,69,81,62,39,85,83,75,86,45,34,33,0.12054794520547946,2.0,0,365,714,True,False,False
85,85,18500000,74000,34,168,70,1.0,3,2,3,77.0,65.0,73.0,80.0,85.0,79.0,68,64,54,79,56,78,49,49,77,80,80,74,78,85,93,71,74,89,72,65,85,88,72,75,54,82,88,90,85,2.221917808219178,1.0,0,833,888,True,False,True
79,79,5500000,48000,35,183,83,1.0,2,3,3,80.0,64.0,75.0,76.0,77.0,78.0,76,51,72,78,57,78,76,71,78,78,78,81,66,78,66,87,85,72,77,69,84,77,68,69,63,75,75,79,80,0.20821917808219179,2.0,0,1329,537,True,True,False
82,82,9500000,41000,36,182,74,1.0,4,3,3,39.0,80.0,87.0,78.0,74.0,67.0,86,78,63,87,72,77,88,90,85,85,40,38,58,75,74,80,61,68,67,85,65,79,77,90,86,85,76,74,73,5.1068493150684935,1.0,0,930,488,True,False,True
78,83,21000000,72000,24,188,77,1.0,4,3,1,68.0,78.0,79.0,76.0,67.0,73.0,74,77,66,81,74,76,78,74,79,78,67,68,70,79,78,81,74,78,72,76,71,67,78,81,77,79,66,70,65,1.210958904109589,1.0,1,346,431,False,False,True
85,85,54500000,100000,28,180,73,1.0,4,4,3,88.0,81.0,76.0,87.0,45.0,75.0,76,83,71,77,81,89,77,58,72,87,88,88,88,83,79,85,83,87,69,75,75,38,84,79,63,82,41,47,38,0.13972602739726028,4.0,0,200,762,True,False,True
81,81,25500000,40000,28,180,76,1.0,3,4,2,65.0,79.0,82.0,82.0,62.0,72.0,79,77,42,82,70,83,81,79,80,82,76,56,83,83,80,83,65,78,68,84,74,69,82,85,67,81,67,65,44,1.6356164383561644,3.0,0,996,762,True,False,True
83,83,30000000,150000,31,178,77,1.0,4,3,3,67.0,74.0,81.0,83.0,73.0,72.0,73,68,42,86,76,84,78,70,84,85,70,64,76,84,75,81,62,77,68,85,77,77,76,82,59,84,75,77,79,2.232876712328767,2.0,0,147,537,True,False,True
75,78,7500000,32000,26,184,88,1.0,4,3,1,77.0,73.0,74.0,75.0,69.0,85.0,72,70,60,78,64,75,74,70,73,76,76,78,75,69,81,82,83,90,87,75,75,69,72,73,64,71,69,70,70,0.11506849315068493,4.0,0,210,488,True,False,True
77,77,10500000,31000,29,170,65,1.0,4,4,1,81.0,74.0,72.0,81.0,68.0,69.0,73,73,66,73,70,81,70,56,73,80,82,81,88,78,88,76,74,84,58,74,76,68,74,73,75,70,68,68,67,2.221917808219178,2.0,0,24,1140,True,False,True
78,78,11500000,23000,31,182,75,1.0,4,4,3,62.0,70.0,82.0,79.0,72.0,74.0,77,60,56,84,71,78,83,78,84,84,62,62,68,71,75,86,67,73,70,72,88,77,62,81,85,82,70,76,75,0.19452054794520549,3.0,0,954,855,True,False,True
85,88,71500000,180000,25,171,70,1.0,3,4,3,81.0,81.0,82.0,89.0,57.0,57.0,80,82,47,82,59,89,88,74,81,89,83,79,92,82,92,89,59,83,41,81,64,59,83,83,64,85,60,59,47,8.791780821917808,2.0,0,1329,537,False,False,False
79,80,19000000,105000,26,184,78,1.0,3,3,1,85.0,70.0,76.0,79.0,73.0,76.0,73,69,53,80,59,79,74,58,79,80,78,91,78,78,71,77,74,79,74,68,76,78,75,77,62,75,74,75,74,2.052054794520548,3.0,0,315,537,True,True,False
83,83,16500000,77000,34,180,80,1.0,4,3,3,54.0,79.0,83.0,80.0,74.0,67.0,77,79,50,85,75,81,84,80,85,84,54,54,65,84,74,81,60,67,66,79,70,78,78,83,79,84,77,78,67,0.04657534246575343,2.0,0,996,419,True,False,True
80,87,41000000,58000,19,178,68,1.0,4,3,1,79.0,68.0,76.0,79.0,75.0,79.0,68,66,66,82,49,78,66,53,81,81,80,78,74,79,84,76,80,88,75,69,76,79,76,79,59,78,71,80,73,3.1835616438356165,4.0,0,833,431,True,False,True
79,79,17000000,40000,30,175,67,1.0,3,3,2,69.0,72.0,80.0,76.0,75.0,73.0,76,70,49,82,56,75,76,78,81,78,72,67,68,79,77,76,66,82,68,75,75,81,77,79,75,81,78,79,72,3.1561643835616437,2.0,0,930,488,True,False,True
82,82,19000000,59000,33,173,71,1.0,5,4,3,87.0,75.0,75.0,84.0,57.0,81.0,71,75,51,79,79,86,68,60,72,82,88,87,85,81,89,77,71,90,77,75,81,50,79,78,62,83,65,57,49,14.23013698630137,2.0,0,303,888,True,False,True
78,86,31500000,34000,22,185,71,1.0,3,4,1,76.0,76.0,78.0,77.0,68.0,72.0,75,73,62,80,72,79,77,74,78,79,80,73,73,76,65,84,78,77,72,77,65,73,78,78,65,77,65,70,67,1.1315068493150684,3.0,0,147,488,False,False,True
76,76,6000000,24000,32,181,79,1.0,4,4,3,66.0,78.0,79.0,76.0,63.0,73.0,79,74,73,78,70,78,85,86,76,78,68,65,68,74,72,84,79,68,74,84,76,66,76,78,84,74,55,69,50,1.6356164383561644,2.0,0,75,607,False,False,True
84,85,49500000,140000,26,189,76,1.0,4,4,3,83.0,82.0,80.0,83.0,47.0,74.0,83,81,81,81,78,86,82,76,75,85,85,82,75,83,67,88,89,76,75,83,63,45,83,81,68,83,42,48,31,2.712328767123288,5.0,0,396,537,True,False,True
79,82,24000000,37000,24,173,71,1.0,3,4,1,73.0,74.0,80.0,79.0,71.0,65.0,81,73,47,81,69,79,78,76,76,79,76,70,82,75,83,77,64,78,58,75,68,75,75,80,78,76,72,74,72,1.189041095890411,5.0,0,930,488,False,False,True
78,79,16500000,25000,26,178,72,1.0,3,3,1,79.0,71.0,79.0,79.0,68.0,71.0,73,69,56,82,62,81,75,73,83,77,81,78,82,79,75,74,73,77,65,75,78,71,74,81,62,74,69,69,67,7.720547945205479,1.0,0,75,537,True,False,True
80,87,42500000,86000,21,180,75,1.0,3,3,1,74.0,69.0,74.0,78.0,77.0,80.0,56,69,81,82,53,77,68,52,79,80,77,71,77,79,69,73,88,91,75,72,78,78,77,79,54,80,69,81,81,2.7041095890410958,5.0,0,642,537,True,False,True
81,87,37500000,60000,23,182,78,1.0,2,3,1,72.0,67.0,76.0,78.0,80.0,77.0,65,63,75,82,62,77,69,66,81,82,74,71,78,77,57,74,83,77,77,68,75,82,74,76,62,75,78,81,79,0.1780821917808219,5.0,0,359,488,True,False,True
